run_label,run_root,phase_or_stage,stage,exit_code,required,kind,duration_s,artifact_path,log_path,artifact_exists,artifact_json_ok,artifact_parse_error,stdout_empty,contains_traceback_or_error,error_categories,first_error_matches,optional_failure,required_failure,note,status_path
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,00_env_probe,0,true,text,0,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/00_env_probe/console.log,false,,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,01_py_compile,0,true,text,0,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/01_py_compile/console.log,false,,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,02_pytest_focused_v2,0,true,text,412,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/02_pytest_focused_v2/console.log,false,,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,03_runtime_smoke,0,true,text,35,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/03_runtime_smoke/console.log,false,,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_04_preflight_api_local,0,true,live_runner,2,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_04_preflight_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_04_preflight_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_05_formal_api_local_memfd,0,true,live_runner,2425,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_05_formal_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_05_formal_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_06_formal_carrier_compare_api_local_memfd,0,true,live_runner,1031,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_06_formal_carrier_compare_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_06_formal_carrier_compare_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_07_formal_compare_api_local_memfd,0,true,live_runner,1305,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_07_formal_compare_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_07_formal_compare_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_08_dev_compare_api_local_memfd,0,false,live_runner,141,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_08_dev_compare_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_08_dev_compare_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_09_carrier_compare_api_local_memfd,0,false,live_runner,156,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_09_carrier_compare_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_09_carrier_compare_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_10_continuous_api_local,0,false,live_runner,2414,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_10_continuous_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_10_continuous_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_11_continuous_replay_api_local,0,false,live_runner,2889,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_11_continuous_replay_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_11_continuous_replay_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_12_replay_negative_api_local,0,true,live_runner,2,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_12_replay_negative_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_12_replay_negative_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_13_flagship_ablation_api_local,0,false,live_runner,7196,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_13_flagship_ablation_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_13_flagship_ablation_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,r01_14_subprocess_formal_api_local_memfd,0,false,live_runner,2281,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_14_subprocess_formal_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/r01_14_subprocess_formal_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,lr01_14_formal_compare_latency_rerun_api_local_memfd,1,true,live_runner,679,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/lr01_14_formal_compare_latency_rerun_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/lr01_14_formal_compare_latency_rerun_api_local_memfd/console.log,true,false,empty,true,true,"traceback,json_parse_failure,value_error,empty_output","{""empty_output"": ""25: ValueError: expected json object in llm output: ''"", ""json_parse_failure"": ""24: raise ValueError(f\""expected json object in llm output: {text!r}\"")"", ""traceback"": ""3: Traceback (most recent call last):"", ""value_error"": ""25: ValueError: expected json object in llm output: ''""}",false,true,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,lr02_14_formal_compare_latency_rerun_api_local_memfd,0,true,live_runner,1267,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/lr02_14_formal_compare_latency_rerun_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/lr02_14_formal_compare_latency_rerun_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
core,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core,stage,lr03_14_formal_compare_latency_rerun_api_local_memfd,0,true,live_runner,1318,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/lr03_14_formal_compare_latency_rerun_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/stages/lr03_14_formal_compare_latency_rerun_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-20260709_002546-core/artifacts/status.tsv
followup,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750,phase,lr01,0,false,phase,,,,false,,,false,false,,{},false,false,single serialized formal compare retry for previous lr01 failure,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750/status.tsv
followup,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750,phase,flagship,0,false,phase,,,,false,,,false,false,,{},false,false,full flagship ablation rerun for fresh 6-family evidence,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750/status.tsv
followup,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750,phase,flagship_family_diag,1,false,phase,,,,false,,,false,false,,{},true,false,incident/long_doc_metric/cross_period family-level reruns and T2 attribution diagnostics,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750/status.tsv
followup,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750,phase,extras,1,false,phase,,,,false,,,false,false,,{},true,false,full non-KV extras-only rerun that was not reached in the interrupted full suite,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750/status.tsv
lr01,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-lr01,stage,lr01_14_formal_compare_latency_rerun_api_local_memfd,0,true,live_runner,1107,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-lr01/artifacts/stages/lr01_14_formal_compare_latency_rerun_api_local_memfd/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-lr01/artifacts/stages/lr01_14_formal_compare_latency_rerun_api_local_memfd/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-lr01/artifacts/status.tsv
flagship,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-flagship,stage,r01_13_flagship_ablation_api_local,0,true,live_runner,7118,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-flagship/artifacts/stages/r01_13_flagship_ablation_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-flagship/artifacts/stages/r01_13_flagship_ablation_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-flagship/artifacts/status.tsv
flagship_family_diag,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-flagship-families,stage,flagship_failed_family_diagnostics,0,true,json,3802,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-flagship-families/artifacts/stages/flagship_failed_family_diagnostics/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-flagship-families/artifacts/stages/flagship_failed_family_diagnostics/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-flagship-families/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x00_env_probe,0,true,text,0,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x00_env_probe/console.log,false,,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x01_py_compile_non_kv,0,true,text,1,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x01_py_compile_non_kv/console.log,false,,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x02_pytest_full_non_kv_v2,0,true,text,370,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x02_pytest_full_non_kv_v2/console.log,false,,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x03_runtime_smoke,0,true,text,33,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x03_runtime_smoke/console.log,false,,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x04_preflight_api_local,0,true,live_runner,2,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x04_preflight_api_local/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x04_preflight_api_local/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x04b_import_probe,0,true,json,1,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x04b_import_probe/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x04b_import_probe/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x04c_codeact_bwrap_smoke,0,true,json,1,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x04c_codeact_bwrap_smoke/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x04c_codeact_bwrap_smoke/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x04d_codeact_acceptance_api,0,true,codeact,27,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x04d_codeact_acceptance_api/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x04d_codeact_acceptance_api/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x05_design_csv_table_profile,0,true,live_runner,2,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x05_design_csv_table_profile/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x05_design_csv_table_profile/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x06_design_incident_diagnosis,0,true,live_runner,2,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x06_design_incident_diagnosis/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x06_design_incident_diagnosis/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x07_design_long_doc_table,0,true,live_runner,3,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x07_design_long_doc_table/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x07_design_long_doc_table/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x08_design_csv_correlation_replay,0,true,live_runner,2,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x08_design_csv_correlation_replay/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x08_design_csv_correlation_replay/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x09_design_cross_period_financial,0,true,live_runner,2,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x09_design_cross_period_financial/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x09_design_cross_period_financial/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
extras,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras,stage,x10_design_long_doc_metric_replay,0,true,live_runner,3,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x10_design_long_doc_metric_replay/stdout.json,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/stages/x10_design_long_doc_metric_replay/console.log,true,true,,false,false,,{},false,false,,/home/qcrs/statebus/runs/v2-local-api-non-kv-followup-20260709_083750-extras/artifacts/status.tsv
